id,url,primaryTitle,type,description,primaryImage,contentRating,startYear,endYear,releaseDate,budget,grossWorldwide,isAdult,runtimeMinutes,averageRating,numVotes
tt0081505,https://www.imdb.com/title/tt0081505/,The Shining,movie,"A family heads to an isolated hotel for the winter, where a sinister presence influences the father into violence. At the same time, his psychic son sees horrifying forebodings from both the past and the future.",https://m.media-amazon.com/images/M/MV5BNmM5ZThhY2ItOGRjOS00NzZiLWEwYTItNDgyMjFkOTgxMmRiXkEyXkFqcGc@._V1_.jpg,R,1980,,1980-06-13,19000000,47959450,false,146,8.4,1158894
tt0032553,https://www.imdb.com/title/tt0032553/,The Great Dictator,movie,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,https://m.media-amazon.com/images/M/MV5BMjc4ZjEwNDUtMjlmZS00NzQ4LTg2N2MtMGI3ZjMyMmM3ZDM2XkEyXkFqcGc@._V1_.jpg,G,1940,,1941-03-07,2000000,972212,false,125,8.4,247530
tt23849204,https://www.imdb.com/title/tt23849204/,12th Fail,movie,The real-life story of IPS Officer Manoj Kumar Sharma and IRS Officer Shraddha Joshi.,https://m.media-amazon.com/images/M/MV5BNTE3OTIxZDYtNjA0NC00N2YxLTg1NGQtOTYxNmZkMDkwOWNjXkEyXkFqcGc@._V1_.jpg,"",2023,,2023-10-27,0,138288,false,147,8.8,144355
tt0090605,https://www.imdb.com/title/tt0090605/,Aliens,movie,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.",https://m.media-amazon.com/images/M/MV5BZjIyNGJhYzYtN2I1My00OTVhLWEyMzItZTVjNDMzOTVkYWViXkEyXkFqcGc@._V1_.jpg,R,1986,,1986-07-18,18500000,131060248,false,137,8.4,804125
tt0361748,https://www.imdb.com/title/tt0361748/,Inglourious Basterds,movie,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",https://m.media-amazon.com/images/M/MV5BODZhMWJlNjYtNDExNC00MTIzLTllM2ItOGQ2NGVjNDQ3MzkzXkEyXkFqcGc@._V1_.jpg,R,2009,,2009-08-21,70000000,321460456,false,153,8.4,1666286
tt1345836,https://www.imdb.com/title/tt1345836/,The Dark Knight Rises,movie,"Bane, an imposing terrorist, attacks Gotham City and disrupts its eight-year-long period of peace. This forces Bruce Wayne to come out of hiding and don the cape and cowl of Batman again.",https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_.jpg,PG-13,2012,,2012-07-20,250000000,1114975066,false,164,8.4,1900213
tt2380307,https://www.imdb.com/title/tt2380307/,Coco,movie,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",https://m.media-amazon.com/images/M/MV5BMDIyM2E2NTAtMzlhNy00ZGUxLWI1NjgtZDY5MzhiMDc5NGU3XkEyXkFqcGc@._V1_.jpg,PG,2017,,2017-11-22,175000000,814641172,false,105,8.4,641385
tt0086879,https://www.imdb.com/title/tt0086879/,Amadeus,movie,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.",https://m.media-amazon.com/images/M/MV5BMzc2MjM0NTMtOGY4NC00NzY1LWE2ODUtZjMzY2RhNGNkZDAyXkEyXkFqcGc@._V1_.jpg,PG,1984,,1984-09-19,18000000,52075942,false,160,8.4,445789
tt0114709,https://www.imdb.com/title/tt0114709/,Toy Story,movie,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,https://m.media-amazon.com/images/M/MV5BZTA3OWVjOWItNjE1NS00NzZiLWE1MjgtZDZhMWI1ZTlkNzYwXkEyXkFqcGc@._V1_.jpg,G,1995,,1995-11-22,30000000,394436586,false,81,8.3,1114131
tt4154796,https://www.imdb.com/title/tt4154796/,Avengers: Endgame,movie,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_.jpg,PG-13,2019,,2019-04-26,356000000,2799439100,false,181,8.4,1340636
tt0119217,https://www.imdb.com/title/tt0119217/,Good Will Hunting,movie,"Will Hunting, a janitor at MIT, has a gift for mathematics, but needs help from a psychologist to find direction in his life.",https://m.media-amazon.com/images/M/MV5BNDdjZGQ5YzEtNTc2My00Mjc0LWFlMTctYzkwMzZlNzdiZWYzXkEyXkFqcGc@._V1_.jpg,R,1997,,1998-01-09,10000000,225933435,false,126,8.3,1127389
tt0364569,https://www.imdb.com/title/tt0364569/,Oldboy,movie,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must track down his captor in five days.",https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_.jpg,R,2003,,2003-11-21,3000000,17592355,false,120,8.3,672587
tt0057012,https://www.imdb.com/title/tt0057012/,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,movie,"An unhinged American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",https://m.media-amazon.com/images/M/MV5BMjFjYzBlOTktMTI2OS00ZWVhLTgxMDUtNzAwODY2NmI3YTAzXkEyXkFqcGc@._V1_.jpg,PG,1964,,1964-01-29,1800000,9631984,false,95,8.3,535451
tt0169547,https://www.imdb.com/title/tt0169547/,American Beauty,movie,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,https://m.media-amazon.com/images/M/MV5BMDI1MDE0OTMtMmI2MS00Yjc2LTg2MTItMWExYTg5NzA1OGUzXkEyXkFqcGc@._V1_.jpg,R,1999,,1999-10-01,15000000,356296601,false,122,8.3,1243609
tt0082096,https://www.imdb.com/title/tt0082096/,Das Boot,movie,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,https://m.media-amazon.com/images/M/MV5BNGU0MWZlMTUtM2Y3Ny00NGNmLWE5NmEtN2YxOWQzMGM3ZWYzXkEyXkFqcGc@._V1_.jpg,"",1981,,1982-02-10,32000000,11488778,false,149,8.4,277803
tt0112573,https://www.imdb.com/title/tt0112573/,Braveheart,movie,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,https://m.media-amazon.com/images/M/MV5BNGMxZDBhNGQtYTZlNi00N2UzLWI4NDEtNmUzNWM2NTdmZDA0XkEyXkFqcGc@._V1_.jpg,R,1995,,1995-05-24,72000000,213216216,false,178,8.3,1123820
tt0119698,https://www.imdb.com/title/tt0119698/,Princess Mononoke,movie,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",https://m.media-amazon.com/images/M/MV5BNjAzODViNGEtMjBkYi00N2U5LWJjNjAtY2U0MGJhZTEwOTU0XkEyXkFqcGc@._V1_.jpg,PG-13,1997,,1997-07-12,2400000000,170331067,false,133,8.3,455332
tt5311514,https://www.imdb.com/title/tt5311514/,Your Name.,movie,"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",https://m.media-amazon.com/images/M/MV5BMjI1ODZkYTgtYTY3Yy00ZTJkLWFkOTgtZDUyYWM4MzQwNjk0XkEyXkFqcGc@._V1_.jpg,"",2016,,2017-04-07,370000000,405340703,false,106,8.4,350715
tt0057565,https://www.imdb.com/title/tt0057565/,High and Low,movie,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,https://m.media-amazon.com/images/M/MV5BOTFmOTNjYjUtMDA2MC00ZTJiLThiYzktNDdjNzQwMjNkN2NmXkEyXkFqcGc@._V1_.jpg,Not Rated,1963,,1963-11-26,230000000,61010,false,143,8.4,58844
tt1187043,https://www.imdb.com/title/tt1187043/,3 Idiots,movie,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",https://m.media-amazon.com/images/M/MV5BNzc4ZWQ3NmYtODE0Ny00YTQ4LTlkZWItNTBkMGQ0MmUwMmJlXkEyXkFqcGc@._V1_.jpg,PG-13,2009,,2009-12-25,550000000,60262836,false,170,8.4,454557
tt7286456,https://www.imdb.com/title/tt7286456/,Joker,movie,"Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of chaos in Gotham City.",https://m.media-amazon.com/images/M/MV5BNzY3OWQ5NDktNWQ2OC00ZjdlLThkMmItMDhhNDk3NTFiZGU4XkEyXkFqcGc@._V1_.jpg,R,2019,,2019-10-04,55000000,1078958629,false,122,8.3,1593492
tt0087843,https://www.imdb.com/title/tt0087843/,Once Upon a Time in America,movie,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",https://m.media-amazon.com/images/M/MV5BMDQ0ZTg2OGUtZjMyOC00M2M5LThkMmItZmM2MmUzMmIxMWJhXkEyXkFqcGc@._V1_.jpg,R,1984,,1984-06-01,30000000,5475540,false,229,8.3,392327
tt8267604,https://www.imdb.com/title/tt8267604/,Capernaum,movie,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",https://m.media-amazon.com/images/M/MV5BYzEyMzQ1OTktZTljZi00OWQzLWE2ZmUtZjQyNzBjYjE1NTc0XkEyXkFqcGc@._V1_.jpg,R,2018,,2018-09-20,4000000,64417003,false,126,8.4,114502
tt0045152,https://www.imdb.com/title/tt0045152/,Singin' in the Rain,movie,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,https://m.media-amazon.com/images/M/MV5BMGQzZDFjZWUtZDU4ZS00ZjM3LTgyYmItYjA3YmIwYzRkZWY3XkEyXkFqcGc@._V1_.jpg,G,1952,,1952-04-10,2540800,2093659,false,103,8.3,270755
tt0091251,https://www.imdb.com/title/tt0091251/,Come and See,movie,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",https://m.media-amazon.com/images/M/MV5BNDlkZmVkZDAtZGFmMS00OWIzLWJkY2YtNWE5NjNhNjhiZGE3XkEyXkFqcGc@._V1_.jpg,Not Rated,1985,,1985-09-03,0,20929648,false,142,8.3,109780
tt0180093,https://www.imdb.com/title/tt0180093/,Requiem for a Dream,movie,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,https://m.media-amazon.com/images/M/MV5BN2ZlMjIzZjctYzA2My00ZWYyLWI4ZjctMGI2NWYyNzFiZjAwXkEyXkFqcGc@._V1_.jpg,NC-17,2000,,2000-12-15,4500000,7390108,false,102,8.3,932858
tt0435761,https://www.imdb.com/title/tt0435761/,Toy Story 3,movie,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_.jpg,G,2010,,2010-06-18,200000000,1067316101,false,103,8.3,925248
tt0086190,https://www.imdb.com/title/tt0086190/,Star Wars: Episode VI - Return of the Jedi,movie,"After rescuing Han Solo from Jabba the Hutt, the Rebel Alliance attempts to destroy the second Death Star while Luke struggles to help Darth Vader back from the dark side.",https://m.media-amazon.com/images/M/MV5BNWEwOTI0MmUtMGNmNy00ODViLTlkZDQtZTg1YmQ3MDgyNTUzXkEyXkFqcGc@._V1_.jpg,PG,1983,,1983-05-25,32500000,482466382,false,131,8.3,1157064
tt2106476,https://www.imdb.com/title/tt2106476/,The Hunt,movie,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_.jpg,R,2012,,2012-11-14,20000000,15886373,false,115,8.3,384779
tt0338013,https://www.imdb.com/title/tt0338013/,Eternal Sunshine of the Spotless Mind,movie,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories forever.",https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_.jpg,R,2004,,2004-03-19,20000000,73397404,false,108,8.3,1128342
tt0044741,https://www.imdb.com/title/tt0044741/,Ikiru,movie,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,https://m.media-amazon.com/images/M/MV5BZTk4OGEwNDQtOGI2MC00MTU2LTk0YTEtNmU5NTIxMWNkNDhlXkEyXkFqcGc@._V1_.jpg,Not Rated,1952,,1956-03-25,0,112471,false,143,8.3,95284
tt0062622,https://www.imdb.com/title/tt0062622/,2001: A Space Odyssey,movie,"When a mysterious artifact is uncovered on the Moon, a spacecraft manned by two humans and one supercomputer is sent to Jupiter to find its origins.",https://m.media-amazon.com/images/M/MV5BNjU0NDFkMTQtZWY5OS00MmZhLTg3Y2QtZmJhMzMzMWYyYjc2XkEyXkFqcGc@._V1_.jpg,G,1968,,1968-05-12,12000000,66768959,false,149,8.3,748463
tt0105236,https://www.imdb.com/title/tt0105236/,Reservoir Dogs,movie,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",https://m.media-amazon.com/images/M/MV5BMmMzYjg4NDctYWY0Mi00OGViLWIzMTMtYWNlZGY5ZDJmYjk3XkEyXkFqcGc@._V1_.jpg,R,1992,,1992-09-02,1200000,2931191,false,99,8.3,1125817
tt0053604,https://www.imdb.com/title/tt0053604/,The Apartment,movie,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but office politics and his own romantic hopes complicate matters.",https://m.media-amazon.com/images/M/MV5BNDdhMzVhOWQtNDU2Mi00ZmZmLWJiZDMtY2QxMjhjY2Y1ZTI5XkEyXkFqcGc@._V1_.jpg,Approved,1960,,1960-06-29,3000000,18778738,false,125,8.3,207364
tt1255953,https://www.imdb.com/title/tt1255953/,Incendies,movie,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,https://m.media-amazon.com/images/M/MV5BYWFmMjdmNjctNzhhOC00ZmMzLTkwOGItMmVmZDU4MjE2MTYwXkEyXkFqcGc@._V1_.jpg,R,2010,,2011-04-22,6800000,6797861,false,131,8.3,223815
tt0056172,https://www.imdb.com/title/tt0056172/,Lawrence of Arabia,movie,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",https://m.media-amazon.com/images/M/MV5BYjY0YTQ1OTAtYjEyNy00NTQ4LThlMTQtM2QwYTVhYWFhNjU5XkEyXkFqcGc@._V1_.jpg,PG,1962,,2013-04-02,15000000,45763719,false,227,8.3,327111
tt0086250,https://www.imdb.com/title/tt0086250/,Scarface,movie,"Miami in the 1980s: a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Florida, and is eventually undone by his own drug addiction.",https://m.media-amazon.com/images/M/MV5BNDUzYjY0NmUtMDM4OS00Y2Q5LWJiODYtNTk0ZTk0YjZhMTg1XkEyXkFqcGc@._V1_.jpg,R,1983,,1983-12-09,50000000,66443303,false,170,8.3,956282
tt0036775,https://www.imdb.com/title/tt0036775/,Double Indemnity,movie,"An insurance representative is seduced by a dissatisfied housewife into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, a claims investigator.",https://m.media-amazon.com/images/M/MV5BM2YwNjZlZDktNTlmNS00ODQwLWJmNmUtYmE1NTBhYjc1YTY5XkEyXkFqcGc@._V1_.jpg,Approved,1944,,1944-07-06,927262,19543,false,107,8.3,173686
tt0053125,https://www.imdb.com/title/tt0053125/,North by Northwest,movie,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.",https://m.media-amazon.com/images/M/MV5BZWIzODI2OGItMzM0Ny00OGRmLTlkNmItMDQxMTFmMTk3YmQwXkEyXkFqcGc@._V1_.jpg,Approved,1959,,1959-12-18,3101000,192323,false,136,8.3,358758
tt0113277,https://www.imdb.com/title/tt0113277/,Heat,movie,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a verbal clue at their latest heist.,https://m.media-amazon.com/images/M/MV5BMTkxYjU1OTMtYWViZC00ZjAzLWI3MDktZGQ2N2VmMjVjNDRlXkEyXkFqcGc@._V1_.jpg,R,1995,,1995-12-15,60000000,187436818,false,170,8.3,749427
tt0033467,https://www.imdb.com/title/tt0033467/,Citizen Kane,movie,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'",https://m.media-amazon.com/images/M/MV5BYjk1ZDJlMmUtOWQ0Zi00MDM5LTk1OGYtODczNjFmMGYwZGVkXkEyXkFqcGc@._V1_.jpg,PG,1941,,1941-09-05,839727,1707754,false,119,8.3,478863
tt1049413,https://www.imdb.com/title/tt1049413/,Up,movie,"78-year-old Carl Fredricksen travels to South America in his house equipped with balloons, inadvertently taking a young stowaway.",https://m.media-amazon.com/images/M/MV5BNmI1ZTc5MWMtMDYyOS00ZDc2LTkzOTAtNjQ4NWIxNjYyNDgzXkEyXkFqcGc@._V1_.jpg,PG,2009,,2009-07-23,175000000,735102136,false,96,8.3,1172382
tt0022100,https://www.imdb.com/title/tt0022100/,M,movie,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_.jpg,Passed,1931,,1931-08-31,0,35566,false,99,8.3,175826
tt0093058,https://www.imdb.com/title/tt0093058/,Full Metal Jacket,movie,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,https://m.media-amazon.com/images/M/MV5BYWUzNzZkNzUtNDdiYy00Nzk5LTgxMmItNTk0MjRjNjdjNDA0XkEyXkFqcGc@._V1_.jpg,R,1987,,1987-07-10,30000000,50193748,false,116,8.2,816583
tt0052357,https://www.imdb.com/title/tt0052357/,Vertigo,movie,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",https://m.media-amazon.com/images/M/MV5BNzEyZTUxMWItMGVhYy00Y2NlLTljYTMtYzBmMzI1YmUyMDBkXkEyXkFqcGc@._V1_.jpg,PG,1958,,1958-05-28,2479000,7808900,false,128,8.3,442517
tt0211915,https://www.imdb.com/title/tt0211915/,Amélie,movie,"Despite being caught in her imaginative world, young waitress Amelie decides to help people find happiness. Her quest to spread joy leads her on a journey during which she finds true love.",https://m.media-amazon.com/images/M/MV5BOTNmYzY0MWQtZGZmNy00Y2Y4LWFmMDQtMTZjYTdiYzEwZGQ2XkEyXkFqcGc@._V1_.jpg,R,2001,,2002-02-08,10000000,175183052,false,122,8.3,814792
tt0066921,https://www.imdb.com/title/tt0066921/,A Clockwork Orange,movie,Alex DeLarge and his droogs barbarize a decaying near-future.,https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_.jpg,R,1971,,1972-02-02,2200000,27034174,false,136,8.2,906959
tt1832382,https://www.imdb.com/title/tt1832382/,A Separation,movie,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,https://m.media-amazon.com/images/M/MV5BMDM0ZWRmMzctM2M5ZS00ZjU0LWIxN2MtNWNlNGY1ZDhjMDVhXkEyXkFqcGc@._V1_.jpg,PG-13,2011,,2011-03-16,500000,22926076,false,123,8.3,267712
tt0056592,https://www.imdb.com/title/tt0056592/,To Kill a Mockingbird,movie,A widowed lawyer in Depression-era Alabama defends a black man against a false rape charge while teaching his young children about the sad reality of prejudice.,https://m.media-amazon.com/images/M/MV5BZTlkYWU4MGEtZmQyYi00OWEzLTgzY2EtYzVjOTEzYzAyNTk1XkEyXkFqcGc@._V1_.jpg,Approved,1962,,1963-03-16,2000000,599934,false,129,8.3,341779
tt15398776,https://www.imdb.com/title/tt15398776/,Oppenheimer,movie,"A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.",https://m.media-amazon.com/images/M/MV5BN2JkMDc5MGQtZjg3YS00NmFiLWIyZmQtZTJmNTM5MjVmYTQ4XkEyXkFqcGc@._V1_.jpg,R,2023,,2023-07-21,100000000,975594978,false,180,8.3,865133
tt0095016,https://www.imdb.com/title/tt0095016/,Die Hard,movie,A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,https://m.media-amazon.com/images/M/MV5BMGNlYmM1NmQtYWExMS00NmRjLTg5ZmEtMmYyYzJkMzljYWMxXkEyXkFqcGc@._V1_.jpg,R,1988,,1988-07-20,28000000,143651650,false,132,8.2,984864
tt0070735,https://www.imdb.com/title/tt0070735/,The Sting,movie,Two grifters team up to pull off the ultimate con.,https://m.media-amazon.com/images/M/MV5BZGI4OTk4MDMtYmQ1Ni00YTUzLTkyYTktZGUwMjMyN2M4NjQ5XkEyXkFqcGc@._V1_.jpg,PG,1973,,1973-12-25,5500000,156000000,false,129,8.3,288633
tt0986264,https://www.imdb.com/title/tt0986264/,Like Stars on Earth,movie,A young boy is thought to be nothing but a lazy troublemaker until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.,https://m.media-amazon.com/images/M/MV5BZTI0ZGRiMDEtNGNjMS00MGU4LWI3OTktNzcxMDZmZTk3MTljXkEyXkFqcGc@._V1_.jpg,PG,2007,,2007-12-21,0,21897373,false,162,8.3,215900
tt0097576,https://www.imdb.com/title/tt0097576/,Indiana Jones and the Last Crusade,movie,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.",https://m.media-amazon.com/images/M/MV5BNGIxNzQ0YzYtMjNmYi00YjBlLWFjNzEtNGE3ZGFmYTczM2MwXkEyXkFqcGc@._V1_.jpg,PG-13,1989,,1989-05-24,48000000,474171806,false,127,8.2,834149
tt0017136,https://www.imdb.com/title/tt0017136/,Metropolis,movie,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",https://m.media-amazon.com/images/M/MV5BMjhjMGYyMjAtMzJkYy00NzhlLWIwY2MtMWQ2ODIxZDUyOGYyXkEyXkFqcGc@._V1_.jpg,Not Rated,1927,,1927-03-13,6000000,1350322,false,153,8.3,193000
tt0208092,https://www.imdb.com/title/tt0208092/,Snatch,movie,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",https://m.media-amazon.com/images/M/MV5BYzk5NjJkMTQtN2IyNC00YWM5LTlhZmMtNGI3MWNhMTU1YTc4XkEyXkFqcGc@._V1_.jpg,R,2000,,2001-01-19,6000000,83557872,false,102,8.2,940313
tt8579674,https://www.imdb.com/title/tt8579674/,1917,movie,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",https://m.media-amazon.com/images/M/MV5BYzkxZjg2NDQtMGVjMy00NWZkLTk0ZDEtZWE3NDYwYjAyMTg1XkEyXkFqcGc@._V1_.jpg,R,2019,,2020-01-10,95000000,446064352,false,119,8.2,720529
tt0119488,https://www.imdb.com/title/tt0119488/,L.A. Confidential,movie,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",https://m.media-amazon.com/images/M/MV5BODdiMjY1OGYtNDk0NC00NGQ1LWI4MDItOTJhMTM0YjE1YTAzXkEyXkFqcGc@._V1_.jpg,R,1997,,1997-09-19,35000000,126216940,false,138,8.2,637816
tt0040522,https://www.imdb.com/title/tt0040522/,Bicycle Thieves,movie,"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.",https://m.media-amazon.com/images/M/MV5BZTQzYTIxYzItYmQ5YS00MmFhLWEyMjItNTBhMTRmM2Y5MDJhXkEyXkFqcGc@._V1_.jpg,Not Rated,1948,,1949-12-13,133000,451336,false,89,8.2,183886
tt0363163,https://www.imdb.com/title/tt0363163/,Downfall,movie,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_.jpg,R,2004,,2005-04-08,13500000,92181574,false,156,8.2,386270
tt5074352,https://www.imdb.com/title/tt5074352/,Dangal,movie,"Mahavir Singh Phogat, a former wrestler, decides to fulfill his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas.",https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_.jpg,Not Rated,2016,,2016-12-21,700000000,303726694,false,161,8.3,223145
tt0075314,https://www.imdb.com/title/tt0075314/,Taxi Driver,movie,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_.jpg,R,1976,,1976-02-09,1300000,28580445,false,114,8.2,970398
tt8503618,https://www.imdb.com/title/tt8503618/,Hamilton,movie,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",https://m.media-amazon.com/images/M/MV5BYzBhOWY4ZTktMjE2NS00ZGIyLWJkOGMtNDQyN2JjZWFiODdiXkEyXkFqcGc@._V1_.jpg,PG-13,2020,,2020-07-03,0,0,false,160,8.3,125828
tt0993846,https://www.imdb.com/title/tt0993846/,The Wolf of Wall Street,movie,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_.jpg,R,2013,,2013-12-25,100000000,407039432,false,180,8.2,1668140
tt0372784,https://www.imdb.com/title/tt0372784/,Batman Begins,movie,"After witnessing his parents' death, Bruce learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",https://m.media-amazon.com/images/M/MV5BODIyMDdhNTgtNDlmOC00MjUxLWE2NDItODA5MTdkNzY3ZTdhXkEyXkFqcGc@._V1_.jpg,PG-13,2005,,2005-06-15,150000000,375404836,false,140,8.2,1635759
tt6966692,https://www.imdb.com/title/tt6966692/,Green Book,movie,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,https://m.media-amazon.com/images/M/MV5BNDU5YTNmMmItN2QxNy00OGQ0LTg5MTctNzFmYjEzZjcwN2UwXkEyXkFqcGc@._V1_.jpg,PG-13,2018,,2018-11-16,23000000,321752656,false,130,8.2,626839
